iter,cost,risk,return,par,bw,X,Z,Q,pop_init,max_iter,pop_size,mem_size,mem_consider,par_min,par_max,bw_min,bw_max,sigma,lambda,port_n,k,seed,tag,local_search
4000,0.0484377872318044,0.10079,0.003914425536391212,0.33999999999999997,0.936410984009241,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
4100,0.0484377872318044,0.10079,0.003914425536391212,0.346,0.9188135936766634,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
4200,0.0484377872318044,0.10079,0.003914425536391212,0.352,0.9015469001767853,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
4300,0.0484377872318044,0.10079,0.003914425536391212,0.358,0.8846046889293148,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
4400,0.0484377872318044,0.10079,0.003914425536391212,0.364,0.8679808621407088,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
4500,0.0484377872318044,0.10079,0.003914425536391212,0.37,0.8516694366094736,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
4600,0.0484377872318044,0.10079,0.003914425536391212,0.376,0.8356645415727066,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
4700,0.0484377872318044,0.10079,0.003914425536391212,0.382,0.8199604165931086,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
4800,0.0484377872318044,0.10079,0.003914425536391212,0.388,0.804551409485702,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
4900,0.0484377872318044,0.10079,0.003914425536391212,0.394,0.7894319742835132,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
5000,0.0484377872318044,0.10079,0.003914425536391212,0.4,0.7745966692414834,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
5100,0.0484377872318044,0.10079,0.003914425536391212,0.406,0.7600401548778901,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
5200,0.0484377872318044,0.10079,0.003914425536391212,0.41200000000000003,0.7457571920525767,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
5300,0.0484377872318044,0.10079,0.003914425536391212,0.4179999999999999,0.7317426400812953,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
5400,0.0484377872318044,0.10079,0.003914425536391212,0.42399999999999993,0.7179914548854855,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
5500,0.0484377872318044,0.10079,0.003914425536391212,0.42999999999999994,0.7044986871768246,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
5600,0.0484377872318044,0.10079,0.003914425536391212,0.43599999999999994,0.6912594806758927,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
5700,0.0484377872318044,0.10079,0.003914425536391212,0.44199999999999995,0.6782690703643146,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
5800,0.0484377872318044,0.10079,0.003914425536391212,0.44799999999999995,0.6655227807697474,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
5900,0.0484377872318044,0.10079,0.003914425536391212,0.45399999999999996,0.6530160242830974,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
6000,0.0484377872318044,0.10079,0.003914425536391212,0.45999999999999996,0.6407442995073611,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
6100,0.0484377872318044,0.10079,0.003914425536391212,0.46599999999999997,0.6287031896374947,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
6200,0.0484377872318044,0.10079,0.003914425536391212,0.472,0.6168883608707291,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
6300,0.0484377872318044,0.10079,0.003914425536391212,0.478,0.605295560846761,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
6400,0.0484377872318044,0.10079,0.003914425536391212,0.484,0.5939206171172543,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
6500,0.0484377872318044,0.10079,0.003914425536391212,0.49,0.5827594356441047,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
6600,0.0484377872318044,0.10079,0.003914425536391212,0.496,0.5718079993259241,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
6700,0.0484377872318044,0.10079,0.003914425536391212,0.502,0.5610623665522174,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
6800,0.0484377872318044,0.10079,0.003914425536391212,0.508,0.5505186697847286,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
6900,0.0484377872318044,0.10079,0.003914425536391212,0.514,0.5401731141654476,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
7000,0.0484377872318044,0.10079,0.003914425536391212,0.52,0.5300219761507747,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
7100,0.0484377872318044,0.10079,0.003914425536391212,0.526,0.5200616021713539,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
7200,0.0484377872318044,0.10079,0.003914425536391212,0.5319999999999999,0.5102884073170902,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
7300,0.0484377872318044,0.10079,0.003914425536391212,0.5379999999999999,0.5006988740468786,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
7400,0.0484377872318044,0.10079,0.003914425536391212,0.5439999999999999,0.4912895509225803,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
7500,0.0484377872318044,0.10079,0.003914425536391212,0.5499999999999999,0.48205705136679106,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
7600,0.0484377872318044,0.10079,0.003914425536391212,0.5559999999999999,0.47299805244395354,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
7700,0.0484377872318044,0.10079,0.003914425536391212,0.5619999999999999,0.4641092936643756,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
7800,0.0484377872318044,0.10079,0.003914425536391212,0.568,0.455387575810724,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
7900,0.0484377872318044,0.10079,0.003914425536391212,0.574,0.4468297597865704,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
8000,0.0484377872318044,0.10079,0.003914425536391212,0.58,0.4384327654865776,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
8100,0.0484377872318044,0.10079,0.003914425536391212,0.586,0.43019357068791564,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
8200,0.0484377872318044,0.10079,0.003914425536391212,0.592,0.42210920996251233,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
8300,0.0484377872318044,0.10079,0.003914425536391212,0.598,0.41417677360974414,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
